id,name,url,primarybreed,secondarybreed,mixed,colorprimary,colorsecondary,age,gender,size,spayed,housetrained,specialneeds,children,dogsother,catsother,description
68837370,Joey,https://www.petfinder.com/cat/joey-68837370/ca/davis/yolo-county-spca-ca161/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,Buff / Tan / Fawn,,Young,Male,Medium,t,t,f,t,t,t,"Estimated Birthday
07-23-2023

Okay to live in a home with...
KidsDogsCats

Physical Description
Joey a short haired lynx point with..."
68837262,BRENDA JO*,https://www.petfinder.com/cat/brenda-jo-star-68837262/ca/santa-cruz/santa-cruz-county-animal-shelter-ca625/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Female,Small,f,f,f,,,,
68837261,BITSY*,https://www.petfinder.com/cat/bitsy-star-68837261/ca/santa-cruz/santa-cruz-county-animal-shelter-ca625/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Female,Small,f,f,f,,,,
68837229,Jimmy,https://www.petfinder.com/cat/jimmy-68837229/ca/san-rafael/natalies-cat-rescue-ca3134/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Bombay,American Shorthair,t,,,Baby,Male,Small,t,t,f,t,t,t,"Jimmy is eight weeks old sweet kitten, social, playful and happy boy.  He has great personality, loves human companionship, gets..."
68837217,Callie and Midge,https://www.petfinder.com/cat/callie-and-midge-68837217/ca/walnut-creek/community-concern-for-cats-ca575/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Female,Medium,f,t,f,,,,"Please contact Angela (takeakittenhome@gmail.com), (510) 909-6737 for more information about this pet.Callie (all brown tabby)

My sister and I were..."
68837107,Orca,https://www.petfinder.com/cat/orca-68837107/ca/lincoln/fieldhaven-feline-center-ca662/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Medium,t,f,f,,,,"Bio coming soon! Adoption Fee: $125.00 or 2 kittens for $200.00 All cats and kittens have been spayed/neutered, have received..."
68837108,Dolphin,https://www.petfinder.com/cat/dolphin-68837108/ca/lincoln/fieldhaven-feline-center-ca662/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Female,Medium,t,f,f,,,,"Bio coming soon! Adoption Fee: $125.00 or 2 kittens for $200.00 All cats and kittens have been spayed/neutered, have received..."
68837106,Starfish,https://www.petfinder.com/cat/starfish-68837106/ca/lincoln/fieldhaven-feline-center-ca662/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Female,Medium,t,f,f,,,,"Bio coming soon! Adoption Fee: $125.00 or 2 kittens for $200.00 All cats and kittens have been spayed/neutered, have received..."
68836698,JACK,https://www.petfinder.com/cat/jack-68836698/ca/sacramento/city-of-sacramento-animal-care-services-ca237/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,f,,,Baby,Male,Small,t,f,f,,,,"Brief Bio We&amp;#39;re not sure if Jack qualifies as a kitten or a tiny mushy pillow. He loves to nap,..."
68836518,Leo,https://www.petfinder.com/cat/leo-68836518/ca/berkeley/berkeley-humane-ca280/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Adult,Male,Small,t,f,f,,,,"I am sweet, but sensitive, so I may take a little time to warm up to my new home. After..."
68836521,Sebastian,https://www.petfinder.com/cat/sebastian-68836521/ca/berkeley/berkeley-humane-ca280/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Senior,Male,Medium,t,f,f,f,,,"Sebastian is a mellow and sweet senior, he needs time to adjust to new surroundings so he will need a..."
68836522,Star,https://www.petfinder.com/cat/star-68836522/ca/berkeley/berkeley-humane-ca280/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Young,Female,Medium,t,f,f,,,,"Friendly and playful! Would do well in most homes, but cannot go to a home with other cats. Primary Color:..."
68836523,Treasure,https://www.petfinder.com/cat/treasure-68836523/ca/berkeley/berkeley-humane-ca280/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Medium,t,f,f,,,,"Kitten island of love on the shy side. Best suited to a quiet kitten-appropriate home (no young kids, please). Primary..."
68836525,Alcatraz,https://www.petfinder.com/cat/alcatraz-68836525/ca/berkeley/berkeley-humane-ca280/?referrer_id=e59647b8-d2ea-4299-b8cf-3755495efe5b&utm_source=api&utm_medium=partnership&utm_content=e59647b8-d2ea-4299-b8cf-3755495efe5b,Domestic Short Hair,,t,,,Baby,Male,Medium,t,f,f,,,,"Kitten island of love on the shy side. Best suited to a quiet kitten-appropriate home (no young kids, please). Primary..."
